2017-03-14 14:04:36.009 stock 首创股份, 价格:433, 总笔数:50 逐笔量：2600,300,1000,10000,300,300,1000,10000,50000,1000,4000,200,6000,2600,100,3000,500,1000,2200,20000,1000,7800,1000,8000,1000,800,300,500,500,500,5000,2000,13900,10000,500,27400,2000,4000,1600,200,282600,66900,112500,1000,300,282700,1000,500,200,10000,
2017-03-14 14:04:36.009 stock 首创股份, 价格:434, 总笔数:50 逐笔量：2500,5300,1000,3700,1500,3200,1261,14400,1100,800,3000,4000,6300,7000,5000,5000,1200,1000,400,6600,1000,300,6500,500,4600,1000,3100,90000,3400,1200,10000,800,20000,300,1000,20000,5700,4300,15000,15000,4000,2700,4000,2300,1200,5000,100,4000,5300,2300,
2017-03-14 14:04:49.714 stock 首创股份, 价格:433, 总笔数:50 逐笔量：400,300,1000,10000,300,300,1000,10000,50000,1000,4000,200,6000,2600,100,3000,500,1000,2200,20000,1000,7800,1000,8000,1000,800,300,500,500,500,5000,2000,13900,10000,500,27400,2000,4000,1600,200,282600,66900,112500,1000,300,282700,1000,500,200,10000,
2017-03-14 14:04:49.715 stock 首创股份, 价格:434, 总笔数:50 逐笔量：1500,5300,1000,3700,1500,3200,1261,14400,1100,800,3000,4000,6300,7000,5000,5000,1200,1000,400,6600,1000,300,6500,500,4600,1000,3100,90000,3400,1200,10000,800,20000,300,1000,20000,5700,4300,15000,15000,4000,2700,4000,2300,1200,5000,100,4000,5300,2300,
2017-03-14 14:04:52.003 stock 首创股份, 价格:433, 总笔数:50 逐笔量：400,300,1000,10000,300,300,1000,10000,50000,1000,4000,200,6000,2600,100,3000,500,1000,2200,20000,1000,7800,1000,8000,1000,800,300,500,500,500,5000,2000,13900,10000,500,27400,2000,4000,1600,200,282600,66900,112500,1000,300,282700,1000,500,200,10000,
2017-03-14 14:04:52.003 stock 首创股份, 价格:434, 总笔数:50 逐笔量：1400,5300,1000,3700,1500,3200,1261,14400,1100,800,3000,4000,6300,7000,5000,5000,1200,1000,400,6600,1000,300,6500,500,4600,1000,3100,90000,3400,1200,10000,800,20000,300,1000,20000,5700,4300,15000,15000,4000,2700,4000,2300,1200,5000,100,4000,5300,2300,
2017-03-14 14:04:53.677 stock 首创股份, 价格:433, 总笔数:50 逐笔量：200,300,1000,10000,300,300,1000,10000,50000,1000,4000,200,6000,2600,100,3000,500,1000,2200,20000,1000,7800,1000,8000,1000,800,300,500,500,500,5000,2000,13900,10000,500,27400,2000,4000,1600,200,282600,66900,112500,1000,300,282700,1000,500,10000,7100,
2017-03-14 14:04:53.678 stock 首创股份, 价格:434, 总笔数:50 逐笔量：1300,5300,1000,3700,1500,3200,1261,14400,1100,800,3000,4000,6300,7000,5000,5000,1200,1000,400,6600,1000,300,6500,500,4600,1000,3100,90000,3400,1200,10000,800,20000,300,1000,20000,5700,4300,15000,15000,4000,2700,4000,2300,1200,5000,100,4000,5300,2300,
2017-03-14 14:04:55.739 stock 首创股份, 价格:433, 总笔数:50 逐笔量：200,300,1000,10000,300,300,1000,10000,50000,1000,4000,200,6000,2600,100,3000,500,1000,2200,20000,1000,7800,1000,8000,1000,800,300,500,500,500,5000,2000,13900,10000,500,27400,2000,4000,1600,200,282600,66900,112500,1000,300,282700,1000,500,10000,7100,
2017-03-14 14:04:55.739 stock 首创股份, 价格:434, 总笔数:50 逐笔量：1300,5300,1000,3700,1500,3200,1261,14400,1100,800,3000,4000,6300,7000,5000,5000,1200,1000,400,6600,1000,300,6500,500,4600,1000,3100,90000,3400,1200,10000,800,20000,300,1000,20000,5700,4300,15000,15000,4000,2700,4000,2300,1200,5000,100,4000,5300,2300,
2017-03-14 14:04:57.543 stock 首创股份, 价格:433, 总笔数:50 逐笔量：9600,300,300,1000,10000,50000,1000,4000,200,6000,2600,100,3000,500,1000,2200,20000,1000,7800,1000,8000,1000,800,300,500,500,500,5000,2000,13900,10000,500,27400,2000,4000,1600,200,282600,66900,112500,1000,300,282700,1000,500,10000,7100,5000,500,800,
2017-03-14 14:04:57.543 stock 首创股份, 价格:434, 总笔数:50 逐笔量：1300,5300,1000,3700,1500,3200,1261,14400,1100,800,3000,4000,6300,7000,5000,5000,1200,1000,400,6600,1000,300,6500,500,4600,1000,3100,90000,3400,1200,10000,800,20000,300,1000,20000,5700,4300,15000,15000,4000,2700,4000,2300,1200,5000,100,4000,5300,2300,
2017-03-14 14:04:59.402 stock 首创股份, 价格:433, 总笔数:50 逐笔量：2500,300,300,1000,10000,50000,1000,4000,200,6000,2600,100,3000,500,1000,2200,20000,1000,7800,1000,8000,1000,800,300,500,500,500,5000,2000,13900,10000,500,27400,2000,4000,1600,200,282600,66900,112500,1000,300,282700,1000,500,10000,7100,5000,500,800,
2017-03-14 14:04:59.403 stock 首创股份, 价格:434, 总笔数:50 逐笔量：1300,5300,1000,3700,1500,3200,1261,14400,1100,800,3000,4000,6300,7000,5000,5000,1200,1000,400,6600,1000,300,6500,500,4600,1000,3100,90000,3400,1200,10000,800,20000,300,1000,20000,5700,4300,15000,15000,4000,2700,4000,2300,1200,5000,100,4000,5300,2300,
