2017-03-14 14:04:36.010 stock 包钢股份, 价格:310, 总笔数:50 逐笔量：114100,1000000,6300,10000,2500,200,5000,100100,200,3500,200,8100,10000,1000,500,1000,5000,2000,5000,12900,1000,100,2000,100,10000,5000,200,7000,6000,2900,200,1000,2200,10000,1900,10000,200,10000,2800,100,900,2500,300,500,100,200,5000,500,2000,500,
2017-03-14 14:04:36.011 stock 包钢股份, 价格:311, 总笔数:50 逐笔量：11000,28500,1000,10000,200,100,10000,2300,20000,3600,400,12000,3000,1000,2100,6000,150000,6700,500,3000,20000,50000,3000,3500,1200,2000,3000,3000,3000,500,2500,32600,300,10000,5000,10000,6000,3000,1000,1000,9200,700,500,3000,1500,10200,3200,2100,2500,20000,
2017-03-14 14:04:49.221 stock 包钢股份, 价格:310, 总笔数:50 逐笔量：114100,1000000,6300,10000,2500,200,5000,100100,200,3500,200,8100,10000,1000,500,1000,5000,2000,5000,12900,1000,100,2000,100,10000,5000,200,7000,6000,2900,200,1000,2200,10000,1900,10000,200,10000,2800,100,900,2500,300,500,100,200,5000,500,2000,500,
2017-03-14 14:04:49.221 stock 包钢股份, 价格:311, 总笔数:50 逐笔量：11000,28500,1000,10000,200,100,10000,2300,20000,3600,400,12000,3000,1000,2100,6000,150000,6700,500,3000,20000,50000,3000,3500,1200,2000,3000,3000,3000,500,2500,32600,300,10000,5000,10000,6000,3000,1000,1000,9200,700,500,3000,1500,10200,3200,2100,2500,20000,
2017-03-14 14:04:51.913 stock 包钢股份, 价格:310, 总笔数:50 逐笔量：114000,1000000,6300,10000,2500,200,5000,100100,200,3500,200,8100,10000,1000,500,1000,5000,2000,5000,12900,1000,100,2000,100,10000,5000,200,7000,6000,2900,200,1000,2200,10000,1900,10000,200,10000,2800,100,900,2500,300,500,100,200,5000,500,2000,500,
2017-03-14 14:04:51.913 stock 包钢股份, 价格:311, 总笔数:50 逐笔量：11000,28500,1000,10000,200,100,10000,2300,20000,3600,400,12000,3000,1000,2100,6000,150000,6700,500,3000,20000,50000,3000,3500,1200,2000,3000,3000,3000,500,2500,32600,300,10000,5000,10000,6000,3000,1000,1000,9200,700,500,3000,1500,10200,3200,2100,2500,20000,
2017-03-14 14:04:53.327 stock 包钢股份, 价格:310, 总笔数:50 逐笔量：113200,1000000,6300,10000,2500,200,5000,100100,200,3500,200,8100,10000,1000,500,1000,5000,2000,5000,12900,1000,100,2000,100,10000,5000,200,7000,6000,2900,200,1000,2200,10000,1900,10000,200,10000,2800,100,900,2500,300,500,100,200,5000,500,2000,500,
2017-03-14 14:04:53.328 stock 包钢股份, 价格:311, 总笔数:50 逐笔量：11000,28500,1000,10000,200,100,10000,2300,20000,3600,400,12000,3000,1000,2100,6000,150000,6700,500,3000,20000,50000,3000,3500,1200,2000,3000,3000,3000,500,2500,32600,300,10000,5000,10000,6000,3000,1000,1000,9200,700,500,3000,1500,10200,3200,2100,2500,20000,
2017-03-14 14:04:55.244 stock 包钢股份, 价格:310, 总笔数:50 逐笔量：105500,1000000,6300,10000,2500,200,5000,100100,200,3500,200,8100,10000,1000,500,1000,5000,2000,5000,12900,1000,100,2000,100,10000,5000,200,7000,6000,2900,200,1000,2200,10000,1900,10000,200,10000,2800,100,900,2500,300,500,100,200,5000,500,2000,500,
2017-03-14 14:04:55.244 stock 包钢股份, 价格:311, 总笔数:50 逐笔量：11000,28500,1000,10000,200,100,10000,2300,20000,3600,400,12000,3000,1000,2100,6000,150000,6700,500,3000,20000,50000,3000,3500,1200,2000,3000,3000,3000,500,2500,32600,300,10000,5000,10000,6000,3000,1000,1000,9200,700,500,3000,1500,10200,3200,2100,2500,20000,
2017-03-14 14:04:57.394 stock 包钢股份, 价格:310, 总笔数:50 逐笔量：99100,1000000,6300,10000,2500,200,5000,100100,200,3500,200,8100,10000,1000,500,1000,5000,2000,5000,12900,1000,100,2000,100,10000,5000,200,7000,6000,2900,200,1000,2200,10000,1900,10000,200,10000,2800,100,900,2500,300,500,100,200,5000,500,2000,500,
2017-03-14 14:04:57.394 stock 包钢股份, 价格:311, 总笔数:50 逐笔量：11000,28500,1000,10000,200,100,10000,2300,20000,3600,400,12000,3000,1000,2100,6000,150000,6700,500,3000,20000,50000,3000,3500,1200,2000,3000,3000,3000,500,2500,32600,300,10000,5000,10000,6000,3000,1000,1000,9200,700,500,3000,1500,10200,3200,2100,2500,20000,
2017-03-14 14:04:59.324 stock 包钢股份, 价格:310, 总笔数:50 逐笔量：99100,1000000,6300,10000,2500,200,5000,100100,200,3500,200,8100,10000,1000,500,1000,5000,2000,5000,12900,1000,100,2000,100,10000,5000,200,7000,6000,2900,200,1000,2200,10000,1900,10000,200,10000,2800,100,900,2500,300,500,100,200,5000,500,2000,500,
2017-03-14 14:04:59.324 stock 包钢股份, 价格:311, 总笔数:50 逐笔量：6000,28500,1000,10000,200,100,10000,2300,20000,3600,400,12000,3000,1000,2100,6000,150000,6700,500,3000,20000,50000,3000,3500,1200,2000,3000,3000,3000,500,2500,32600,300,10000,5000,10000,6000,3000,1000,1000,9200,700,500,3000,1500,10200,3200,2100,2500,20000,
