2017-03-14 14:04:36.098 stock 东方航空, 价格:727, 总笔数:50 逐笔量：50811,2300,700,5000,1200,1000,10000,5000,10000,2600,3400,200,1000,3000,2500,600,1000,200,900,1000,200,1300,1700,4800,5000,1000,1700,3000,500,8000,12600,7100,300,1000,500,3000,5000,100,200,7200,5000,3800,4000,1500,2600,1600,100,4100,2000,2000,
2017-03-14 14:04:36.098 stock 东方航空, 价格:728, 总笔数:50 逐笔量：600,1000,1400,2000,8000,3000,1000,1000,800,3000,52000,6700,1000,1000,200,2000,600,1000,1500,400,36000,2000,10000,1000,18000,2300,1000,3200,1200,8800,1000,100,600,1000,5000,1500,1400,3800,5000,1000,50000,1000,500,2300,1300,13800,1000,3200,400,1000,
2017-03-14 14:04:49.298 stock 东方航空, 价格:727, 总笔数:50 逐笔量：44811,2300,5000,1200,1000,10000,5000,10000,2600,3400,200,1000,3000,2500,600,1000,200,900,1000,200,1300,1700,4800,5000,1000,1700,3000,500,8000,12600,7100,300,1000,500,3000,5000,100,200,7200,5000,3800,4000,1500,2600,1600,100,4100,2000,2000,200,
2017-03-14 14:04:49.298 stock 东方航空, 价格:728, 总笔数:50 逐笔量：600,1000,1400,2000,8000,3000,1000,1000,800,3000,52000,6700,1000,1000,200,2000,600,1000,1500,400,36000,2000,10000,1000,18000,2300,1000,3200,1200,8800,1000,100,600,1000,5000,1500,1400,3800,5000,1000,50000,1000,500,2300,1300,13800,1000,3200,400,1000,
2017-03-14 14:04:51.649 stock 东方航空, 价格:727, 总笔数:50 逐笔量：42311,2300,5000,1200,1000,10000,5000,10000,2600,3400,200,1000,3000,2500,600,1000,200,900,1000,200,1300,1700,4800,5000,1000,1700,3000,500,8000,12600,7100,300,1000,500,3000,5000,100,200,7200,5000,3800,4000,1500,2600,1600,100,4100,2000,2000,200,
2017-03-14 14:04:51.649 stock 东方航空, 价格:728, 总笔数:50 逐笔量：600,1000,1400,2000,8000,3000,1000,1000,800,3000,52000,6700,1000,1000,200,2000,600,1000,1500,400,36000,2000,10000,1000,18000,2300,1000,3200,1200,8800,1000,100,600,1000,5000,1500,1400,3800,5000,1000,50000,1000,500,2300,1300,13800,1000,3200,400,1000,
2017-03-14 14:04:53.245 stock 东方航空, 价格:727, 总笔数:50 逐笔量：42311,2300,5000,1200,1000,10000,5000,10000,2600,3400,200,1000,3000,2500,600,1000,200,900,1000,200,1300,1700,4800,5000,1000,1700,3000,500,8000,12600,7100,300,1000,500,3000,5000,100,200,7200,5000,3800,4000,1500,2600,1600,100,4100,2000,2000,200,
2017-03-14 14:04:53.246 stock 东方航空, 价格:728, 总笔数:50 逐笔量：600,1000,1400,2000,8000,3000,1000,1000,800,3000,52000,6700,1000,1000,200,2000,600,1000,1500,400,36000,2000,10000,1000,18000,2300,1000,3200,1200,8800,1000,100,600,1000,5000,1500,1400,3800,5000,1000,50000,1000,500,2300,1300,13800,1000,3200,400,1000,
2017-03-14 14:04:55.165 stock 东方航空, 价格:727, 总笔数:50 逐笔量：39711,2300,5000,1200,1000,10000,5000,10000,2600,3400,200,1000,3000,2500,600,1000,200,900,1000,200,1300,1700,4800,5000,1000,1700,3000,500,8000,12600,7100,300,1000,500,3000,5000,100,200,7200,5000,3800,4000,1500,2600,1600,100,4100,2000,2000,200,
2017-03-14 14:04:55.165 stock 东方航空, 价格:728, 总笔数:50 逐笔量：3000,3000,1000,1000,800,3000,52000,6700,1000,1000,200,2000,600,1000,1500,400,36000,2000,10000,1000,18000,2300,1000,3200,1200,8800,1000,100,600,1000,5000,1500,1400,3800,5000,1000,50000,1000,500,2300,1300,13800,1000,3200,400,1000,200,8000,2100,300,
2017-03-14 14:04:57.313 stock 东方航空, 价格:727, 总笔数:50 逐笔量：30511,2300,5000,1200,1000,10000,5000,10000,2600,3400,200,1000,3000,2500,600,1000,200,900,1000,200,1300,1700,4800,5000,1000,1700,3000,500,8000,12600,7100,300,1000,500,3000,5000,100,200,7200,5000,3800,4000,1500,2600,1600,100,4100,2000,2000,200,
2017-03-14 14:04:57.313 stock 东方航空, 价格:728, 总笔数:50 逐笔量：3000,3000,1000,1000,800,3000,52000,6700,1000,1000,200,2000,600,1000,1500,400,36000,2000,10000,1000,18000,2300,1000,3200,1200,8800,1000,100,600,1000,5000,1500,1400,3800,5000,1000,50000,1000,500,2300,1300,13800,1000,3200,400,1000,200,8000,2100,300,
2017-03-14 14:04:59.125 stock 东方航空, 价格:727, 总笔数:50 逐笔量：29511,2300,5000,1200,1000,10000,5000,10000,2600,3400,200,1000,3000,2500,600,1000,200,900,1000,200,1300,1700,4800,5000,1000,1700,3000,500,8000,12600,7100,300,1000,500,3000,5000,100,200,7200,5000,3800,4000,1500,2600,1600,100,4100,2000,2000,200,
2017-03-14 14:04:59.126 stock 东方航空, 价格:728, 总笔数:50 逐笔量：3000,3000,1000,1000,800,3000,52000,6700,1000,1000,200,2000,600,1000,1500,400,36000,2000,10000,1000,18000,2300,1000,3200,1200,8800,1000,100,600,1000,5000,1500,1400,3800,5000,1000,50000,1000,500,2300,1300,13800,1000,3200,400,1000,200,8000,2100,300,
