2017-03-14 14:04:36.157 stock 香江控股, 价格:392, 总笔数:50 逐笔量：1300,100,300,1000,20500,3400,3000,700,2000,9200,10000,3000,10000,2000,1800,1200,1000,2000,400,1900,10000,1000,10000,2400,2800,200000,3100,4100,10000,2700,200,5000,3000,8300,20000,100,1000,800,10000,1500,10000,300,20000,100,400,600,2000,21500,900,2400,
2017-03-14 14:04:36.158 stock 香江控股, 价格:393, 总笔数:50 逐笔量：8800,5000,10000,5000,15500,4550,10000,500,3000,200,3000,1000,1000,300,10000,5000,6000,1500,1000,1000,1000,2000,20000,2000,2000,10000,3200,4000,3000,1000,1000,3000,5000,300,20000,600,400,2000,2000,2000,1700,1000,500,100,10000,1200,2000,1000,600,5000,
2017-03-14 14:04:49.544 stock 香江控股, 价格:392, 总笔数:50 逐笔量：1000,100,300,1000,20500,3400,3000,700,2000,9200,10000,3000,10000,2000,1800,1200,1000,2000,400,1900,10000,1000,10000,2400,2800,200000,3100,4100,10000,2700,200,5000,3000,8300,20000,100,1000,800,10000,1500,10000,300,20000,100,400,600,2000,21500,900,2400,
2017-03-14 14:04:49.545 stock 香江控股, 价格:393, 总笔数:50 逐笔量：8800,5000,10000,5000,15500,4550,10000,500,3000,200,3000,1000,1000,300,10000,5000,6000,1500,1000,1000,1000,2000,20000,2000,2000,10000,3200,4000,3000,1000,1000,3000,5000,300,20000,600,400,2000,2000,2000,1700,1000,500,100,10000,1200,2000,1000,600,5000,
2017-03-14 14:04:51.570 stock 香江控股, 价格:392, 总笔数:50 逐笔量：1000,100,300,1000,20500,3400,3000,700,2000,9200,10000,3000,10000,2000,1800,1200,1000,2000,400,1900,10000,1000,10000,2400,2800,200000,3100,4100,10000,2700,200,5000,3000,8300,20000,100,1000,800,10000,1500,10000,300,20000,100,400,600,2000,21500,900,2400,
2017-03-14 14:04:51.571 stock 香江控股, 价格:393, 总笔数:50 逐笔量：8800,5000,10000,5000,15500,4550,10000,500,3000,200,3000,1000,1000,300,10000,5000,6000,1500,1000,1000,1000,2000,20000,2000,2000,10000,3200,4000,3000,1000,1000,3000,5000,300,20000,600,400,2000,2000,2000,1700,1000,500,100,10000,1200,2000,1000,600,5000,
2017-03-14 14:04:53.487 stock 香江控股, 价格:392, 总笔数:50 逐笔量：1000,100,300,1000,20500,3400,3000,700,2000,9200,10000,3000,10000,2000,1800,1200,1000,2000,400,1900,10000,1000,10000,2400,2800,200000,3100,4100,10000,2700,200,5000,3000,8300,20000,100,1000,800,10000,1500,10000,300,20000,100,400,600,2000,21500,900,2400,
2017-03-14 14:04:53.487 stock 香江控股, 价格:393, 总笔数:50 逐笔量：8800,5000,10000,5000,15500,4550,10000,500,3000,200,3000,1000,1000,300,10000,5000,6000,1500,1000,1000,1000,2000,20000,2000,2000,10000,3200,4000,3000,1000,1000,3000,5000,300,20000,600,400,2000,2000,2000,1700,1000,500,100,10000,1200,2000,1000,600,5000,
2017-03-14 14:04:55.590 stock 香江控股, 价格:392, 总笔数:50 逐笔量：1000,100,300,1000,20500,3400,3000,700,2000,9200,10000,3000,10000,2000,1800,1200,1000,2000,400,1900,10000,1000,10000,2400,2800,200000,3100,4100,10000,2700,200,5000,3000,8300,20000,100,1000,800,10000,1500,10000,300,20000,100,400,600,2000,21500,900,2400,
2017-03-14 14:04:55.590 stock 香江控股, 价格:393, 总笔数:50 逐笔量：8800,5000,10000,5000,15500,4550,10000,500,3000,200,3000,1000,1000,300,10000,5000,6000,1500,1000,1000,1000,2000,20000,2000,2000,10000,3200,4000,3000,1000,1000,3000,5000,300,20000,600,400,2000,2000,2000,1700,1000,500,100,10000,1200,2000,1000,600,5000,
2017-03-14 14:04:55.621 stock 香江控股, 价格:392, 总笔数:50 逐笔量：1000,100,300,1000,20500,3400,3000,700,2000,9200,10000,3000,10000,2000,1800,1200,1000,2000,400,1900,10000,1000,10000,2400,2800,200000,3100,4100,10000,2700,200,5000,3000,8300,20000,100,1000,800,10000,1500,10000,300,20000,100,400,600,2000,21500,900,2400,
2017-03-14 14:04:55.621 stock 香江控股, 价格:393, 总笔数:50 逐笔量：8800,5000,10000,5000,15500,4550,10000,500,3000,200,3000,1000,1000,300,10000,5000,6000,1500,1000,1000,1000,2000,20000,2000,2000,10000,3200,4000,3000,1000,1000,3000,5000,300,20000,600,400,2000,2000,2000,1700,1000,500,100,10000,1200,2000,1000,600,5000,
2017-03-14 14:04:56.959 stock 香江控股, 价格:392, 总笔数:50 逐笔量：1000,100,300,1000,20500,3400,3000,700,2000,9200,10000,3000,10000,2000,1800,1200,1000,2000,400,1900,10000,1000,10000,2400,2800,200000,3100,4100,10000,2700,200,5000,3000,8300,20000,100,1000,800,10000,1500,10000,300,20000,100,400,600,2000,21500,900,2400,
2017-03-14 14:04:56.959 stock 香江控股, 价格:393, 总笔数:50 逐笔量：8800,5000,10000,5000,15500,4550,10000,500,3000,200,3000,1000,1000,300,10000,5000,6000,1500,1000,1000,1000,2000,20000,2000,2000,10000,3200,4000,3000,1000,1000,3000,5000,300,20000,600,400,2000,2000,2000,1700,1000,500,100,10000,1200,2000,1000,600,5000,
2017-03-14 14:04:59.054 stock 香江控股, 价格:392, 总笔数:50 逐笔量：1000,100,300,1000,20500,3400,3000,700,2000,9200,10000,3000,10000,2000,1800,1200,1000,2000,400,1900,10000,1000,10000,2400,2800,200000,3100,4100,10000,2700,200,5000,3000,8300,20000,100,1000,800,10000,1500,10000,300,20000,100,400,600,2000,21500,900,2400,
2017-03-14 14:04:59.055 stock 香江控股, 价格:393, 总笔数:50 逐笔量：8400,5000,10000,5000,15500,4550,10000,500,3000,200,3000,1000,1000,300,10000,5000,6000,1500,1000,1000,1000,2000,20000,2000,2000,10000,3200,4000,3000,1000,1000,3000,5000,300,20000,600,400,2000,2000,2000,1700,1000,500,100,10000,1200,2000,1000,600,5000,
